,"recette","Riz Cantonais","#Préparation
* cuire le riz
* éplucher et couper la carotte en petits dés
* préparer une omelette et la couper en dés

# Assemblage
*faire revenir le jambon et les springs onions dans une poele
* Ajouter ensuite les petits pois, omelette et enfin le riz cuit et égoutté
* mélanger en faisant sauter afin que le riz n'accroche pas à la poêle. 
*Ajouter un peu de sauce soja et mélanger.","4","40minutes","[  { ""M"" : {      ""nom"" : { ""S"" : ""riz"" },      ""qty"" : { ""S"" : ""200g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""jambon"" },      ""qty"" : { ""S"" : ""200g de dés de jambon"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""petits pois"" },      ""qty"" : { ""S"" : ""100g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""carotte"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oeufs"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sauce soja"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""spring onions"" },      ""qty"" : { ""S"" : ""jeunes échalottes"" }    }  }]"

,"recette","Pate levée","Pour faire 2 tartes.

* Faire fondre le beurre
* Préparer la levure avec le sucre et la moitié de l'eau tiède
* Mélanger
* vérifier la texture qui doit être légèrement collante
*ajuster en farine/eau si besoin
# Cuisson
160 °C pendant 30 minutes 




","4","45min","[  { ""M"" : {      ""nom"" : { ""S"" : ""farine"" },      ""qty"" : { ""S"" : ""400g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oeufs"" },      ""qty"" : { ""S"" : ""2 ou 3"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sucre "" },      ""qty"" : { ""S"" : ""2 morceaux"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""carré de levure"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""eau"" },      ""qty"" : { ""S"" : ""200ml"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""beurre"" },      ""qty"" : { ""S"" : ""60g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Cheese scones salés","# Pour faire 10 petits scones
* faire préchauffer le four à 200°C
* Mélanger les ingrédients ensemble
* étaler sur le plan de travail et découper les scones (2cm épaisseur)
* saupoudrer de fromage râpé
* cuire pendant 12 minutes

# Service
* couper en deux et servir chaux avec du beurre
","4","30min","[  { ""M"" : {      ""nom"" : { ""S"" : ""self raising flour"" },      ""qty"" : { ""S"" : ""150g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""yaourt nature"" },      ""qty"" : { ""S"" : ""125g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""fromage rapé"" },      ""qty"" : { ""S"" : ""30g"" }    }  }]"

,"recette","Pâtes courgette ricotta","# ETAPE 1 
* faire revenir les échalottes et les courgettes tranchées finement (8minutes)
* ajouter l'ail haché finement et faire revenir 2minutes
* faire cuire les pates et reserver un peu d'eau de cuisson.

# ETAPE 2
* faire légèrement griller les pignons de pin
* mélanger courgettes, pâtes, basilic, sel poivre, zeste de citron et pignons de pin dans une poêle.
* saupoudrer de parmesan et melanger doucement la ricotta (sans la déméler complètement)


","4","40 minutes","[  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""2 cuillères à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""échalottes"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""courgettes"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pâtes"" },      ""qty"" : { ""S"" : ""300g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""basilic"" },      ""qty"" : { ""S"" : ""une dizaine de feuille"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""citron"" },      ""qty"" : { ""S"" : ""1 zeste"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""parmesan"" },      ""qty"" : { ""S"" : ""50g rapé"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pignons de pin"" },      ""qty"" : { ""S"" : ""50g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ricotta"" },      ""qty"" : { ""S"" : ""250g"" }    }  }]"

,"recette","Galette quinoa courgettes","https://www.google.com/amp/s/amp.750g.com/galettes-au-quinoa-et-courgettes-r201005.htm

# ÉTAPE 1 :
* Râpez les courgettes, mettez-les dans une passoire avec 1/2 c. à café de sel. Laissez reposer 10 minutes pour les faire dégorger puis essorez-les. En attendant, mélangez l'eau et le quinoa dans une petite casserole, portez à ébullition et laissez cuire pendant 10 minutes. 
* Hors du feu, égrainez le quinoa avec une fourchette et laissez reposer dix minutes.

# ÉTAPE 2 :
* Versez le quinoa dans un saladier. Ajoutez les courgettes râpées. :
* Pelez la gousse d'ail puis pressez-la au dessus du bol. 
* Ajoutez l'oeuf.
* Ajoutez l'origan.
* Ajoutez la chapelure.
* Ajoutez le parmesan râpé.

# ÉTAPE 3 :
* Assaisonnez avec du sel et du poivre, mélangez bien, puis formez des galettes.

# ÉTAPE 4 :
* Faites chauffer l'huile dans une pôele, ajoutez les galettes et faites-les dorer 2 minutes par face
* Retournez-les et faites-les dorer deux minutes de l'autre coté. 
Servez les galettes avec la sauce au yaourt que vous autres préparée en mélangeant 2 yaourts, du sel et du poivre. ","4","40min","[  { ""M"" : {      ""nom"" : { ""S"" : ""courgettes"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""quinoa"" },      ""qty"" : { ""S"" : ""125g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""parmesan"" },      ""qty"" : { ""S"" : ""100g rapé"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""chapelure"" },      ""qty"" : { ""S"" : ""50g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""eau"" },      ""qty"" : { ""S"" : ""30cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oeufs"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ail"" },      ""qty"" : { ""S"" : ""1 gousse"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""origan"" },      ""qty"" : { ""S"" : ""0,5 cuillère à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""yaourts"" },      ""qty"" : { ""S"" : ""2 grecs"" }    }  }]"

,"recette","Sauté de dinde au curry","
* Pelez et émincez l'oignon. Faites-le suer dans une cocotte avec l'huile d'olive.
* Ajoutez la viande et faites-la dorer sur toutes ses faces. Saupoudrez de curry et mélangez.
* Versez le yaourt et mélangez à nouveau.
* Ajoutez les dés de tomate, salez, poivrez.
* Laissez mijoter à couvert pendant au moins 45 min sur feu doux.
* Servez avec un bol de riz basmati.

source :https://www.femmeactuelle.fr/cuisine/recettes/plat/recette-du-saute-de-dinde-au-curry-15264
","6","70min","[  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""dinde"" },      ""qty"" : { ""S"" : ""1kg de Sauté"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""concassée de tomates"" },      ""qty"" : { ""S"" : ""1 boîte"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Oignons"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""yaourt nature"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""curry"" },      ""qty"" : { ""S"" : ""2 cuillères à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""2 cuillères à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Soupe d'asperges","* Peler et débiter les asperges en tronçon
* Peler et débiter les pommes de terre en morceau
* Faire frémir l'eau et ajouter pommes de terre, laurier, thym, asperges, sel
* Cuire à feu doux pendant 30minutes
* Retirer thym et laurier
* Mixer et passer au tamis pour ôter les fibres
* Incorporer crème fraiche et jaune d'oeuf
* ervir bien chaud","2","40 minutes","[  { ""M"" : {      ""nom"" : { ""S"" : ""asperges"" },      ""qty"" : { ""S"" : ""200g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pommes de terre"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""laurier"" },      ""qty"" : { ""S"" : ""1 feuille"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""thym"" },      ""qty"" : { ""S"" : ""1 branche"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""crème fraîche"" },      ""qty"" : { ""S"" : ""5cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""eau"" },      ""qty"" : { ""S"" : ""500ml"" }    }  }]"

,"recette","Lasagne au saumon et à l'origan","# préparer un roux (environ 30 minutes)

*  Faites fondre la moitié du beurre dans un poêlon, jetez-y la farine en une fois et faites cuire ce roux, 2 mn, sans cesser de mélanger.
* Mouillez avec le lait et le vin blanc et faites épaissir, en mélangeant sans arrêt. Otez du feu, incorporez la crème fraîche et le jus de citron, salez et poivrez. 
* Nettoyez l'origan, ciselez-en l'équivalent de 1 c à s, ajoutez-le à la sauce, ainsi que 25 g de parmesan râpé et mélangez bien.

# préparer le plat

* Préchauffez le four à 180 °C. Huilez le fond et les parois d'un plat à lasagne.
* Coupez le saumon en dés de même taille, pas trop petits. * Versez un peu de sauce à l'origan au fond du plat, recouvrez de feuilles de lasagne, en les faisant légèrement se chevaucher, puis de dés de poisson et de sauce. Répétez l'opération jusqu'à épuisement des ingrédients et terminez par des feuilles de pâte.
* Faites fondre le reste du beurre et arrosez-en la lasagne. 
* Egouttez et émincez la mozzarella. Répartissez-la sur la lasagne, saupoudrez du reste de parmesan et 

# Cuisson 45minutes
* Faites cuire, 45 mn, au four à 180°C.
* Décorez de petits bouquets d'origan et servez sans attendre.","4","1h30","[  { ""M"" : {      ""nom"" : { ""S"" : ""beurre"" },      ""qty"" : { ""S"" : ""60g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""farine"" },      ""qty"" : { ""S"" : ""30g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""lait"" },      ""qty"" : { ""S"" : ""20cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""vin blanc"" },      ""qty"" : { ""S"" : ""10cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""crème fraîche"" },      ""qty"" : { ""S"" : ""20cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""jus de citron"" },      ""qty"" : { ""S"" : ""2 cuillères à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""origan"" },      ""qty"" : { ""S"" : ""1 bouquet"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""parmesan"" },      ""qty"" : { ""S"" : ""75g rapé"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Saumon"" },      ""qty"" : { ""S"" : ""750g filets"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pates"" },      ""qty"" : { ""S"" : ""12 feuille de lasagnes"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""mozarella"" },      ""qty"" : { ""S"" : ""1 boule"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Poulet au curry et lait de coco","oignon
tomates pelee
pate à curry
cannelle
citron vert
poulet 
lait de coco
gingembre frais
huile
coriandre fraich

https://cuisine.journaldesfemmes.fr/recette/313926-curry-de-poulet-au-lait-de-coco
","4","60 min",

,"recette","Encornets","","1","",

,"recette","Bar aux petits légumes","
* Préparer le bar : le vider, l'écailler, couper la tête.
* Réserver le bar dans un plat allant au four (de préférence à bords assez haut et en terre cuite).
* Préparer les petits légumes : râper aux gros trous les carottes après les avoir pelées.
* Nettoyer le poireau et le couper en julienne (comme les carottes).
* Couper l'oignon finement, peler les champignons et les émincer.
* Faire revenir les petits légumes dans la poêle avec le crème fleurette pendant environ 10 min.
* Les disposer dans le plat avec le bar : autour et à l'intérieur du poisson.
* Arroser le tout de vin blanc, parsemer légèrement de thym, saler et poivrer.
* Enfourner thermostat 6-7, à 200°, environ 30 min.

https://www.marmiton.org/recettes/recette_bar-aux-petits-legumes_84943.aspx","4","45","[  { ""M"" : {      ""nom"" : { ""S"" : ""Bar"" },      ""qty"" : { ""S"" : ""800g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""carottes"" },      ""qty"" : { ""S"" : ""3"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poireau"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""champignons"" },      ""qty"" : { ""S"" : ""500g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oignon"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""crème fleurette"" },      ""qty"" : { ""S"" : ""10cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""vin  blanc"" },      ""qty"" : { ""S"" : ""12cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""thym"" },      ""qty"" : { ""S"" : ""1 branche"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"
